text,amount,label,metadata
Purchase at Netflix for shopping. Date: 2025-05-14. Status: Cleared.,24.36,0,merchant:Netflix
Purchase at Netflix for entertainment. Date: 2025-07-05. Status: Cleared.,61.81,0,merchant:Netflix
Purchase at Shell Station for transport. Date: 2025-10-13. Status: Cleared.,227.1,0,merchant:Shell Station
Purchase at Uber for groceries. Date: 2025-05-10. Status: Cleared.,15.71,0,merchant:Uber
Purchase at Walmart for dining. Date: 2025-06-08. Status: Cleared.,105.55,0,merchant:Walmart
Purchase at Uber for utilities. Date: 2025-03-23. Status: Cleared.,67.74,0,merchant:Uber
Purchase at Shell Station for entertainment. Date: 2025-02-10. Status: Cleared.,232.75,0,merchant:Shell Station
Purchase at Uber for dining. Date: 2025-07-08. Status: Cleared.,296.18,0,merchant:Uber
Purchase at Uber for groceries. Date: 2025-12-06. Status: Cleared.,238.54,0,merchant:Uber
Purchase at Netflix for transport. Date: 2025-02-05. Status: Cleared.,120.21,0,merchant:Netflix
Purchase at Netflix for utilities. Date: 2025-02-03. Status: Cleared.,5.64,0,merchant:Netflix
Purchase at Shell Station for utilities. Date: 2025-08-17. Status: Cleared.,183.17,0,merchant:Shell Station
Purchase at Uber for utilities. Date: 2025-10-01. Status: Cleared.,215.98,0,merchant:Uber
Purchase at Walmart for utilities. Date: 2025-05-07. Status: Cleared.,246.58,0,merchant:Walmart
Purchase at Target for shopping. Date: 2025-03-21. Status: Cleared.,225.08,0,merchant:Target
Purchase at Target for groceries. Date: 2025-08-10. Status: Cleared.,282.39,0,merchant:Target
Urgent wire transfer detected. Keyword: gift card. Destination: Unknown. Amount: $22033.51. Risk: High.,22033.51,1,keyword:gift card
Purchase at Netflix for groceries. Date: 2025-09-09. Status: Cleared.,70.56,0,merchant:Netflix
Purchase at Walmart for dining. Date: 2025-10-27. Status: Cleared.,30.95,0,merchant:Walmart
Purchase at Walmart for groceries. Date: 2025-07-04. Status: Cleared.,174.97,0,merchant:Walmart
Purchase at Amazon for dining. Date: 2025-09-21. Status: Cleared.,261.68,0,merchant:Amazon
Purchase at Walmart for entertainment. Date: 2025-04-07. Status: Cleared.,147.55,0,merchant:Walmart
Purchase at Starbucks for dining. Date: 2025-07-12. Status: Cleared.,235.76,0,merchant:Starbucks
Urgent wire transfer detected. Keyword: gift card. Destination: Cyprus. Amount: $24265.41. Risk: High.,24265.41,1,keyword:gift card
Purchase at Whole Foods for transport. Date: 2025-10-11. Status: Cleared.,127.74,0,merchant:Whole Foods
Purchase at Amazon for utilities. Date: 2025-10-06. Status: Cleared.,6.72,0,merchant:Amazon
Purchase at Target for shopping. Date: 2025-05-31. Status: Cleared.,203.36,0,merchant:Target
Purchase at Starbucks for utilities. Date: 2025-10-19. Status: Cleared.,40.07,0,merchant:Starbucks
Purchase at Shell Station for groceries. Date: 2025-04-13. Status: Cleared.,137.91,0,merchant:Shell Station
Purchase at Uber for utilities. Date: 2025-03-29. Status: Cleared.,236.68,0,merchant:Uber
Purchase at Target for entertainment. Date: 2025-05-15. Status: Cleared.,296.3,0,merchant:Target
Purchase at Uber for groceries. Date: 2025-02-28. Status: Cleared.,195.53,0,merchant:Uber
Purchase at Target for utilities. Date: 2025-09-11. Status: Cleared.,179.99,0,merchant:Target
Purchase at Amazon for dining. Date: 2025-03-20. Status: Cleared.,236.42,0,merchant:Amazon
Purchase at Starbucks for entertainment. Date: 2025-04-16. Status: Cleared.,90.82,0,merchant:Starbucks
Purchase at Amazon for transport. Date: 2025-12-06. Status: Cleared.,212.81,0,merchant:Amazon
Purchase at Whole Foods for dining. Date: 2025-06-12. Status: Cleared.,119.4,0,merchant:Whole Foods
Urgent wire transfer detected. Keyword: crypto. Destination: Cyprus. Amount: $44022.82. Risk: High.,44022.82,1,keyword:crypto
Purchase at Whole Foods for shopping. Date: 2025-09-04. Status: Cleared.,168.09,0,merchant:Whole Foods
Purchase at Amazon for groceries. Date: 2025-10-09. Status: Cleared.,33.34,0,merchant:Amazon
Purchase at Whole Foods for dining. Date: 2025-09-28. Status: Cleared.,58.7,0,merchant:Whole Foods
Purchase at Target for entertainment. Date: 2025-07-13. Status: Cleared.,267.98,0,merchant:Target
Urgent wire transfer detected. Keyword: unverified. Destination: Unknown. Amount: $2406.73. Risk: High.,2406.73,1,keyword:unverified
Purchase at Uber for transport. Date: 2025-07-27. Status: Cleared.,93.43,0,merchant:Uber
Purchase at Starbucks for shopping. Date: 2025-02-24. Status: Cleared.,265.26,0,merchant:Starbucks
Purchase at Starbucks for groceries. Date: 2025-09-13. Status: Cleared.,77.62,0,merchant:Starbucks
Purchase at Starbucks for entertainment. Date: 2025-06-29. Status: Cleared.,135.13,0,merchant:Starbucks
Purchase at Amazon for utilities. Date: 2025-03-20. Status: Cleared.,215.85,0,merchant:Amazon
Purchase at Shell Station for entertainment. Date: 2025-05-22. Status: Cleared.,79.89,0,merchant:Shell Station
Purchase at Target for groceries. Date: 2025-08-02. Status: Cleared.,192.21,0,merchant:Target
Purchase at Amazon for dining. Date: 2025-10-29. Status: Cleared.,235.13,0,merchant:Amazon
Purchase at Shell Station for utilities. Date: 2025-02-18. Status: Cleared.,211.42,0,merchant:Shell Station
Purchase at Shell Station for shopping. Date: 2025-07-17. Status: Cleared.,79.29,0,merchant:Shell Station
Purchase at Netflix for transport. Date: 2025-03-29. Status: Cleared.,179.75,0,merchant:Netflix
Purchase at Target for shopping. Date: 2025-04-25. Status: Cleared.,23.38,0,merchant:Target
Purchase at Netflix for transport. Date: 2025-08-29. Status: Cleared.,176.6,0,merchant:Netflix
Purchase at Uber for entertainment. Date: 2025-03-05. Status: Cleared.,54.24,0,merchant:Uber
Purchase at Amazon for utilities. Date: 2025-11-21. Status: Cleared.,197.86,0,merchant:Amazon
Purchase at Netflix for transport. Date: 2025-12-02. Status: Cleared.,85.93,0,merchant:Netflix
Urgent wire transfer detected. Keyword: gift card. Destination: Panama. Amount: $25620.21. Risk: High.,25620.21,1,keyword:gift card
Purchase at Walmart for utilities. Date: 2025-07-03. Status: Cleared.,223.03,0,merchant:Walmart
Purchase at Shell Station for dining. Date: 2025-10-24. Status: Cleared.,87.89,0,merchant:Shell Station
Purchase at Walmart for transport. Date: 2025-11-28. Status: Cleared.,9.99,0,merchant:Walmart
Purchase at Whole Foods for shopping. Date: 2025-02-04. Status: Cleared.,69.1,0,merchant:Whole Foods
Purchase at Target for transport. Date: 2025-04-16. Status: Cleared.,212.28,0,merchant:Target
Purchase at Walmart for shopping. Date: 2025-01-10. Status: Cleared.,167.1,0,merchant:Walmart
Purchase at Starbucks for groceries. Date: 2025-06-09. Status: Cleared.,210.2,0,merchant:Starbucks
Purchase at Uber for dining. Date: 2025-07-14. Status: Cleared.,7.56,0,merchant:Uber
Purchase at Amazon for dining. Date: 2025-02-24. Status: Cleared.,257.18,0,merchant:Amazon
Purchase at Uber for dining. Date: 2025-11-11. Status: Cleared.,255.77,0,merchant:Uber
Purchase at Uber for utilities. Date: 2025-08-25. Status: Cleared.,5.59,0,merchant:Uber
Purchase at Netflix for groceries. Date: 2025-03-15. Status: Cleared.,289.2,0,merchant:Netflix
Purchase at Starbucks for transport. Date: 2025-11-24. Status: Cleared.,140.33,0,merchant:Starbucks
Purchase at Target for groceries. Date: 2025-07-31. Status: Cleared.,150.49,0,merchant:Target
Purchase at Whole Foods for groceries. Date: 2025-05-09. Status: Cleared.,64.71,0,merchant:Whole Foods
Purchase at Shell Station for groceries. Date: 2025-07-30. Status: Cleared.,101.26,0,merchant:Shell Station
Purchase at Starbucks for dining. Date: 2025-04-10. Status: Cleared.,274.07,0,merchant:Starbucks
Purchase at Shell Station for transport. Date: 2025-08-25. Status: Cleared.,176.65,0,merchant:Shell Station
Purchase at Uber for utilities. Date: 2025-01-11. Status: Cleared.,239.87,0,merchant:Uber
Purchase at Walmart for dining. Date: 2025-05-09. Status: Cleared.,240.43,0,merchant:Walmart
Purchase at Shell Station for transport. Date: 2025-06-10. Status: Cleared.,50.66,0,merchant:Shell Station
Purchase at Whole Foods for shopping. Date: 2025-11-02. Status: Cleared.,36.59,0,merchant:Whole Foods
Purchase at Whole Foods for groceries. Date: 2025-08-12. Status: Cleared.,241.61,0,merchant:Whole Foods
Purchase at Starbucks for shopping. Date: 2025-06-05. Status: Cleared.,292.55,0,merchant:Starbucks
Purchase at Shell Station for utilities. Date: 2025-04-21. Status: Cleared.,213.75,0,merchant:Shell Station
Purchase at Shell Station for entertainment. Date: 2025-03-21. Status: Cleared.,238.85,0,merchant:Shell Station
Purchase at Amazon for groceries. Date: 2025-05-15. Status: Cleared.,131.96,0,merchant:Amazon
Urgent wire transfer detected. Keyword: urgent. Destination: Cayman Islands. Amount: $32171.2. Risk: High.,32171.2,1,keyword:urgent
Purchase at Whole Foods for transport. Date: 2025-11-02. Status: Cleared.,114.05,0,merchant:Whole Foods
Purchase at Target for transport. Date: 2025-02-20. Status: Cleared.,231.04,0,merchant:Target
Urgent wire transfer detected. Keyword: suspicious. Destination: Cyprus. Amount: $41096.89. Risk: High.,41096.89,1,keyword:suspicious
Purchase at Shell Station for utilities. Date: 2025-02-01. Status: Cleared.,95.96,0,merchant:Shell Station
Purchase at Walmart for shopping. Date: 2025-02-12. Status: Cleared.,116.97,0,merchant:Walmart
Purchase at Starbucks for utilities. Date: 2025-02-12. Status: Cleared.,178.93,0,merchant:Starbucks
Purchase at Uber for shopping. Date: 2025-04-15. Status: Cleared.,86.41,0,merchant:Uber
Purchase at Netflix for shopping. Date: 2025-11-05. Status: Cleared.,55.65,0,merchant:Netflix
Purchase at Amazon for utilities. Date: 2025-08-18. Status: Cleared.,200.68,0,merchant:Amazon
Purchase at Target for groceries. Date: 2025-03-11. Status: Cleared.,147.51,0,merchant:Target
Purchase at Amazon for dining. Date: 2025-02-05. Status: Cleared.,68.88,0,merchant:Amazon
Purchase at Walmart for dining. Date: 2025-11-02. Status: Cleared.,41.53,0,merchant:Walmart
Purchase at Shell Station for entertainment. Date: 2025-04-16. Status: Cleared.,283.67,0,merchant:Shell Station
Purchase at Shell Station for dining. Date: 2025-08-01. Status: Cleared.,119.3,0,merchant:Shell Station
Purchase at Amazon for entertainment. Date: 2025-04-05. Status: Cleared.,242.93,0,merchant:Amazon
Purchase at Starbucks for dining. Date: 2025-12-09. Status: Cleared.,186.95,0,merchant:Starbucks
Purchase at Whole Foods for dining. Date: 2025-07-07. Status: Cleared.,21.8,0,merchant:Whole Foods
Urgent wire transfer detected. Keyword: offshore. Destination: Cayman Islands. Amount: $10195.36. Risk: High.,10195.36,1,keyword:offshore
Purchase at Amazon for shopping. Date: 2025-03-15. Status: Cleared.,194.39,0,merchant:Amazon
Purchase at Starbucks for dining. Date: 2025-11-06. Status: Cleared.,39.9,0,merchant:Starbucks
Purchase at Amazon for transport. Date: 2025-03-11. Status: Cleared.,16.08,0,merchant:Amazon
Purchase at Uber for dining. Date: 2025-03-28. Status: Cleared.,175.41,0,merchant:Uber
Purchase at Netflix for shopping. Date: 2025-07-03. Status: Cleared.,281.95,0,merchant:Netflix
Purchase at Uber for transport. Date: 2025-04-08. Status: Cleared.,261.16,0,merchant:Uber
Purchase at Amazon for shopping. Date: 2025-01-27. Status: Cleared.,210.1,0,merchant:Amazon
Purchase at Uber for dining. Date: 2025-07-10. Status: Cleared.,219.16,0,merchant:Uber
Urgent wire transfer detected. Keyword: unverified. Destination: Russia. Amount: $27378.99. Risk: High.,27378.99,1,keyword:unverified
Purchase at Target for utilities. Date: 2025-09-25. Status: Cleared.,204.44,0,merchant:Target
Purchase at Starbucks for dining. Date: 2025-10-14. Status: Cleared.,24.81,0,merchant:Starbucks
Purchase at Amazon for shopping. Date: 2025-08-02. Status: Cleared.,295.88,0,merchant:Amazon
Purchase at Whole Foods for shopping. Date: 2025-05-22. Status: Cleared.,44.0,0,merchant:Whole Foods
Purchase at Netflix for transport. Date: 2025-02-28. Status: Cleared.,184.42,0,merchant:Netflix
Purchase at Uber for shopping. Date: 2025-02-25. Status: Cleared.,49.63,0,merchant:Uber
Purchase at Target for entertainment. Date: 2025-08-15. Status: Cleared.,12.35,0,merchant:Target
Purchase at Netflix for groceries. Date: 2025-07-25. Status: Cleared.,200.31,0,merchant:Netflix
Purchase at Amazon for utilities. Date: 2025-03-23. Status: Cleared.,181.52,0,merchant:Amazon
Purchase at Netflix for transport. Date: 2025-02-15. Status: Cleared.,161.0,0,merchant:Netflix
Purchase at Whole Foods for shopping. Date: 2025-11-23. Status: Cleared.,119.56,0,merchant:Whole Foods
Purchase at Starbucks for dining. Date: 2025-01-18. Status: Cleared.,42.78,0,merchant:Starbucks
Purchase at Walmart for transport. Date: 2025-11-08. Status: Cleared.,207.52,0,merchant:Walmart
Purchase at Uber for shopping. Date: 2025-01-16. Status: Cleared.,250.11,0,merchant:Uber
Purchase at Netflix for entertainment. Date: 2025-01-05. Status: Cleared.,124.73,0,merchant:Netflix
Purchase at Walmart for utilities. Date: 2025-03-01. Status: Cleared.,48.56,0,merchant:Walmart
Purchase at Target for entertainment. Date: 2025-03-24. Status: Cleared.,179.63,0,merchant:Target
Purchase at Whole Foods for shopping. Date: 2025-02-26. Status: Cleared.,161.95,0,merchant:Whole Foods
Purchase at Whole Foods for entertainment. Date: 2025-11-18. Status: Cleared.,67.53,0,merchant:Whole Foods
Purchase at Walmart for dining. Date: 2025-06-13. Status: Cleared.,189.63,0,merchant:Walmart
Purchase at Amazon for entertainment. Date: 2025-06-02. Status: Cleared.,197.82,0,merchant:Amazon
Purchase at Amazon for utilities. Date: 2025-05-20. Status: Cleared.,260.38,0,merchant:Amazon
Purchase at Netflix for groceries. Date: 2025-01-09. Status: Cleared.,150.4,0,merchant:Netflix
Purchase at Shell Station for entertainment. Date: 2025-03-22. Status: Cleared.,105.27,0,merchant:Shell Station
Purchase at Walmart for groceries. Date: 2025-01-22. Status: Cleared.,80.01,0,merchant:Walmart
Purchase at Starbucks for dining. Date: 2025-01-15. Status: Cleared.,84.18,0,merchant:Starbucks
Purchase at Target for groceries. Date: 2025-08-02. Status: Cleared.,105.67,0,merchant:Target
Purchase at Starbucks for shopping. Date: 2025-01-21. Status: Cleared.,232.51,0,merchant:Starbucks
Purchase at Netflix for entertainment. Date: 2025-04-25. Status: Cleared.,82.57,0,merchant:Netflix
Purchase at Target for shopping. Date: 2025-11-08. Status: Cleared.,217.62,0,merchant:Target
Purchase at Whole Foods for entertainment. Date: 2025-02-21. Status: Cleared.,205.36,0,merchant:Whole Foods
Purchase at Target for groceries. Date: 2025-06-26. Status: Cleared.,147.12,0,merchant:Target
Purchase at Uber for groceries. Date: 2025-01-27. Status: Cleared.,251.56,0,merchant:Uber
Purchase at Netflix for dining. Date: 2025-02-11. Status: Cleared.,70.84,0,merchant:Netflix
Purchase at Uber for transport. Date: 2025-11-09. Status: Cleared.,162.37,0,merchant:Uber
Purchase at Shell Station for utilities. Date: 2025-03-12. Status: Cleared.,223.19,0,merchant:Shell Station
Purchase at Uber for transport. Date: 2025-07-17. Status: Cleared.,109.31,0,merchant:Uber
Purchase at Whole Foods for dining. Date: 2025-06-07. Status: Cleared.,255.94,0,merchant:Whole Foods
Purchase at Starbucks for shopping. Date: 2025-02-06. Status: Cleared.,126.21,0,merchant:Starbucks
Purchase at Amazon for shopping. Date: 2025-11-02. Status: Cleared.,135.44,0,merchant:Amazon
Purchase at Target for groceries. Date: 2025-10-30. Status: Cleared.,206.11,0,merchant:Target
Purchase at Amazon for groceries. Date: 2025-01-29. Status: Cleared.,184.09,0,merchant:Amazon
Purchase at Target for dining. Date: 2025-05-16. Status: Cleared.,143.65,0,merchant:Target
Purchase at Netflix for dining. Date: 2025-03-24. Status: Cleared.,8.67,0,merchant:Netflix
Purchase at Netflix for dining. Date: 2025-05-03. Status: Cleared.,42.12,0,merchant:Netflix
Purchase at Whole Foods for entertainment. Date: 2025-01-04. Status: Cleared.,172.63,0,merchant:Whole Foods
Purchase at Starbucks for shopping. Date: 2025-02-22. Status: Cleared.,185.17,0,merchant:Starbucks
Purchase at Starbucks for dining. Date: 2025-10-07. Status: Cleared.,28.34,0,merchant:Starbucks
Purchase at Netflix for dining. Date: 2025-05-15. Status: Cleared.,100.49,0,merchant:Netflix
Urgent wire transfer detected. Keyword: gift card. Destination: Unknown. Amount: $1010.6. Risk: High.,1010.6,1,keyword:gift card
Purchase at Amazon for shopping. Date: 2025-03-09. Status: Cleared.,181.7,0,merchant:Amazon
Purchase at Shell Station for entertainment. Date: 2025-09-15. Status: Cleared.,191.97,0,merchant:Shell Station
Purchase at Amazon for entertainment. Date: 2025-06-03. Status: Cleared.,228.24,0,merchant:Amazon
Purchase at Amazon for entertainment. Date: 2025-03-19. Status: Cleared.,103.39,0,merchant:Amazon
Purchase at Uber for entertainment. Date: 2025-09-15. Status: Cleared.,245.62,0,merchant:Uber
Purchase at Walmart for entertainment. Date: 2025-02-19. Status: Cleared.,53.76,0,merchant:Walmart
Purchase at Amazon for entertainment. Date: 2025-05-13. Status: Cleared.,144.66,0,merchant:Amazon
Purchase at Uber for groceries. Date: 2025-08-29. Status: Cleared.,249.8,0,merchant:Uber
Purchase at Whole Foods for transport. Date: 2025-06-24. Status: Cleared.,144.84,0,merchant:Whole Foods
Purchase at Netflix for utilities. Date: 2025-02-13. Status: Cleared.,170.3,0,merchant:Netflix
Purchase at Shell Station for groceries. Date: 2025-06-12. Status: Cleared.,280.7,0,merchant:Shell Station
Purchase at Target for groceries. Date: 2025-07-22. Status: Cleared.,248.13,0,merchant:Target
Purchase at Target for dining. Date: 2025-02-05. Status: Cleared.,133.63,0,merchant:Target
Purchase at Walmart for entertainment. Date: 2025-04-05. Status: Cleared.,113.14,0,merchant:Walmart
Purchase at Shell Station for utilities. Date: 2025-07-31. Status: Cleared.,113.99,0,merchant:Shell Station
Purchase at Amazon for dining. Date: 2025-01-31. Status: Cleared.,122.02,0,merchant:Amazon
Purchase at Starbucks for transport. Date: 2025-08-17. Status: Cleared.,172.89,0,merchant:Starbucks
Purchase at Walmart for groceries. Date: 2025-10-15. Status: Cleared.,39.32,0,merchant:Walmart
Purchase at Starbucks for groceries. Date: 2025-10-26. Status: Cleared.,267.71,0,merchant:Starbucks
Purchase at Netflix for entertainment. Date: 2025-01-22. Status: Cleared.,140.42,0,merchant:Netflix
Purchase at Starbucks for entertainment. Date: 2025-09-18. Status: Cleared.,238.37,0,merchant:Starbucks
Purchase at Starbucks for transport. Date: 2025-02-12. Status: Cleared.,140.81,0,merchant:Starbucks
Purchase at Starbucks for utilities. Date: 2025-03-16. Status: Cleared.,135.87,0,merchant:Starbucks
Purchase at Target for groceries. Date: 2025-11-13. Status: Cleared.,122.99,0,merchant:Target
Purchase at Amazon for transport. Date: 2025-04-07. Status: Cleared.,153.0,0,merchant:Amazon
Purchase at Netflix for groceries. Date: 2025-08-21. Status: Cleared.,137.24,0,merchant:Netflix
Purchase at Netflix for transport. Date: 2025-09-21. Status: Cleared.,196.09,0,merchant:Netflix
Purchase at Starbucks for transport. Date: 2025-06-17. Status: Cleared.,277.11,0,merchant:Starbucks
Purchase at Shell Station for utilities. Date: 2025-04-14. Status: Cleared.,208.41,0,merchant:Shell Station
Purchase at Amazon for utilities. Date: 2025-11-17. Status: Cleared.,69.69,0,merchant:Amazon
Purchase at Netflix for groceries. Date: 2025-01-14. Status: Cleared.,233.86,0,merchant:Netflix
Purchase at Walmart for transport. Date: 2025-03-08. Status: Cleared.,12.63,0,merchant:Walmart
Purchase at Starbucks for utilities. Date: 2025-07-01. Status: Cleared.,127.86,0,merchant:Starbucks
Purchase at Walmart for transport. Date: 2025-07-24. Status: Cleared.,7.67,0,merchant:Walmart
Purchase at Uber for transport. Date: 2025-10-23. Status: Cleared.,214.19,0,merchant:Uber
Purchase at Starbucks for groceries. Date: 2025-04-05. Status: Cleared.,209.78,0,merchant:Starbucks
Purchase at Whole Foods for transport. Date: 2025-01-12. Status: Cleared.,298.79,0,merchant:Whole Foods
Urgent wire transfer detected. Keyword: gift card. Destination: Cyprus. Amount: $23935.84. Risk: High.,23935.84,1,keyword:gift card
Purchase at Walmart for shopping. Date: 2025-01-14. Status: Cleared.,204.83,0,merchant:Walmart
Purchase at Starbucks for groceries. Date: 2025-06-04. Status: Cleared.,111.7,0,merchant:Starbucks
Purchase at Shell Station for dining. Date: 2025-08-23. Status: Cleared.,202.48,0,merchant:Shell Station
Purchase at Amazon for groceries. Date: 2025-01-17. Status: Cleared.,53.41,0,merchant:Amazon
Purchase at Shell Station for shopping. Date: 2025-02-04. Status: Cleared.,162.7,0,merchant:Shell Station
Urgent wire transfer detected. Keyword: crypto. Destination: Panama. Amount: $8871.96. Risk: High.,8871.96,1,keyword:crypto
Purchase at Netflix for entertainment. Date: 2025-01-01. Status: Cleared.,41.49,0,merchant:Netflix
Purchase at Shell Station for transport. Date: 2025-02-22. Status: Cleared.,216.72,0,merchant:Shell Station
Purchase at Shell Station for groceries. Date: 2025-08-13. Status: Cleared.,37.27,0,merchant:Shell Station
Purchase at Shell Station for utilities. Date: 2025-07-06. Status: Cleared.,242.97,0,merchant:Shell Station
Purchase at Walmart for dining. Date: 2025-08-01. Status: Cleared.,239.31,0,merchant:Walmart
Purchase at Shell Station for dining. Date: 2025-04-12. Status: Cleared.,105.61,0,merchant:Shell Station
Purchase at Target for groceries. Date: 2025-02-14. Status: Cleared.,77.94,0,merchant:Target
Urgent wire transfer detected. Keyword: suspicious. Destination: Panama. Amount: $10061.1. Risk: High.,10061.1,1,keyword:suspicious
Purchase at Target for shopping. Date: 2025-05-31. Status: Cleared.,161.22,0,merchant:Target
Purchase at Whole Foods for shopping. Date: 2025-07-10. Status: Cleared.,62.8,0,merchant:Whole Foods
Purchase at Uber for transport. Date: 2025-10-14. Status: Cleared.,26.1,0,merchant:Uber
Purchase at Amazon for utilities. Date: 2025-09-13. Status: Cleared.,107.41,0,merchant:Amazon
Purchase at Whole Foods for transport. Date: 2025-09-07. Status: Cleared.,89.59,0,merchant:Whole Foods
Purchase at Netflix for entertainment. Date: 2025-06-16. Status: Cleared.,246.48,0,merchant:Netflix
Purchase at Netflix for groceries. Date: 2025-03-21. Status: Cleared.,136.76,0,merchant:Netflix
Purchase at Target for shopping. Date: 2025-10-25. Status: Cleared.,249.35,0,merchant:Target
Purchase at Walmart for transport. Date: 2025-01-08. Status: Cleared.,59.01,0,merchant:Walmart
Purchase at Amazon for groceries. Date: 2025-02-11. Status: Cleared.,108.42,0,merchant:Amazon
Purchase at Target for utilities. Date: 2025-03-03. Status: Cleared.,101.96,0,merchant:Target
Purchase at Uber for shopping. Date: 2025-01-31. Status: Cleared.,188.86,0,merchant:Uber
Purchase at Amazon for shopping. Date: 2025-04-28. Status: Cleared.,130.22,0,merchant:Amazon
Purchase at Whole Foods for utilities. Date: 2025-05-25. Status: Cleared.,208.61,0,merchant:Whole Foods
Purchase at Whole Foods for transport. Date: 2025-03-24. Status: Cleared.,208.09,0,merchant:Whole Foods
Purchase at Netflix for shopping. Date: 2025-08-23. Status: Cleared.,53.63,0,merchant:Netflix
Purchase at Starbucks for shopping. Date: 2025-02-06. Status: Cleared.,128.09,0,merchant:Starbucks
Purchase at Target for entertainment. Date: 2025-05-23. Status: Cleared.,251.28,0,merchant:Target
Purchase at Whole Foods for utilities. Date: 2025-04-11. Status: Cleared.,230.46,0,merchant:Whole Foods
Purchase at Shell Station for utilities. Date: 2025-10-26. Status: Cleared.,84.81,0,merchant:Shell Station
Purchase at Netflix for transport. Date: 2025-01-18. Status: Cleared.,104.27,0,merchant:Netflix
Purchase at Uber for shopping. Date: 2025-07-25. Status: Cleared.,280.97,0,merchant:Uber
Urgent wire transfer detected. Keyword: urgent. Destination: Panama. Amount: $14751.38. Risk: High.,14751.38,1,keyword:urgent
Purchase at Amazon for dining. Date: 2025-04-13. Status: Cleared.,122.23,0,merchant:Amazon
Purchase at Walmart for groceries. Date: 2025-10-07. Status: Cleared.,21.16,0,merchant:Walmart
Purchase at Netflix for utilities. Date: 2025-05-23. Status: Cleared.,147.31,0,merchant:Netflix
Purchase at Amazon for transport. Date: 2025-01-11. Status: Cleared.,36.81,0,merchant:Amazon
Purchase at Uber for transport. Date: 2025-04-07. Status: Cleared.,142.69,0,merchant:Uber
Purchase at Walmart for groceries. Date: 2025-03-03. Status: Cleared.,228.13,0,merchant:Walmart
Purchase at Netflix for entertainment. Date: 2025-01-31. Status: Cleared.,85.38,0,merchant:Netflix
Purchase at Starbucks for entertainment. Date: 2025-10-31. Status: Cleared.,134.85,0,merchant:Starbucks
Purchase at Target for dining. Date: 2025-07-01. Status: Cleared.,224.08,0,merchant:Target
Purchase at Whole Foods for entertainment. Date: 2025-11-15. Status: Cleared.,156.97,0,merchant:Whole Foods
Purchase at Whole Foods for groceries. Date: 2025-01-21. Status: Cleared.,130.63,0,merchant:Whole Foods
Purchase at Netflix for utilities. Date: 2025-09-18. Status: Cleared.,241.93,0,merchant:Netflix
Purchase at Target for dining. Date: 2025-06-16. Status: Cleared.,11.33,0,merchant:Target
Purchase at Uber for transport. Date: 2025-09-29. Status: Cleared.,14.6,0,merchant:Uber
Purchase at Uber for transport. Date: 2025-07-12. Status: Cleared.,101.78,0,merchant:Uber
Purchase at Starbucks for groceries. Date: 2025-05-30. Status: Cleared.,192.36,0,merchant:Starbucks
Urgent wire transfer detected. Keyword: gift card. Destination: Russia. Amount: $4445.48. Risk: High.,4445.48,1,keyword:gift card
Purchase at Shell Station for dining. Date: 2025-07-15. Status: Cleared.,280.09,0,merchant:Shell Station
Purchase at Whole Foods for groceries. Date: 2025-06-10. Status: Cleared.,222.9,0,merchant:Whole Foods
Purchase at Target for groceries. Date: 2025-10-27. Status: Cleared.,256.07,0,merchant:Target
Purchase at Walmart for groceries. Date: 2025-11-28. Status: Cleared.,161.66,0,merchant:Walmart
Purchase at Starbucks for entertainment. Date: 2025-12-01. Status: Cleared.,195.92,0,merchant:Starbucks
Purchase at Walmart for transport. Date: 2025-09-29. Status: Cleared.,228.0,0,merchant:Walmart
Purchase at Amazon for shopping. Date: 2025-05-04. Status: Cleared.,141.51,0,merchant:Amazon
Purchase at Amazon for entertainment. Date: 2025-01-21. Status: Cleared.,97.68,0,merchant:Amazon
Purchase at Shell Station for transport. Date: 2025-08-08. Status: Cleared.,208.73,0,merchant:Shell Station
Purchase at Shell Station for groceries. Date: 2025-02-17. Status: Cleared.,11.67,0,merchant:Shell Station
Purchase at Netflix for transport. Date: 2025-11-07. Status: Cleared.,213.3,0,merchant:Netflix
Purchase at Whole Foods for shopping. Date: 2025-10-14. Status: Cleared.,127.55,0,merchant:Whole Foods
Purchase at Whole Foods for shopping. Date: 2025-11-12. Status: Cleared.,93.76,0,merchant:Whole Foods
Purchase at Walmart for transport. Date: 2025-01-07. Status: Cleared.,154.84,0,merchant:Walmart
Purchase at Netflix for transport. Date: 2025-03-18. Status: Cleared.,24.93,0,merchant:Netflix
Urgent wire transfer detected. Keyword: offshore. Destination: Russia. Amount: $9885.09. Risk: High.,9885.09,1,keyword:offshore
Purchase at Amazon for groceries. Date: 2025-05-27. Status: Cleared.,133.17,0,merchant:Amazon
Purchase at Target for transport. Date: 2025-05-06. Status: Cleared.,203.59,0,merchant:Target
Purchase at Walmart for shopping. Date: 2025-07-19. Status: Cleared.,274.68,0,merchant:Walmart
Purchase at Walmart for utilities. Date: 2025-09-14. Status: Cleared.,76.84,0,merchant:Walmart
Purchase at Amazon for entertainment. Date: 2025-09-26. Status: Cleared.,72.61,0,merchant:Amazon
Purchase at Walmart for utilities. Date: 2025-12-07. Status: Cleared.,252.39,0,merchant:Walmart
Purchase at Shell Station for groceries. Date: 2025-09-02. Status: Cleared.,261.32,0,merchant:Shell Station
